,Date,VWSTX,XLE,EWJ,VWEHX,XLP,VWAHX,VFIIX,XLV,VUSTX,VWESX,XLY,DIA,XLK,SPY,VFITX
28,2001-04-01,11.159485,22.424173,36.228088,1.902451,16.096218,4.63804,4.734592,21.506609,3.9080730000000004,2.8629599999999997,21.552418,69.634079,22.600412,88.223221,4.977589
29,2001-05-01,11.226092999999999,22.212303,35.16256,1.916957,16.332548000000003,4.694764,4.769722,22.328049,3.9155300000000004,2.885473,22.065584,70.89825400000001,21.674747,87.72865300000001,4.987706
30,2001-06-01,11.265614999999999,20.093691,33.031487,1.863211,15.52774,4.73888,4.781466,22.066681,3.94668,2.902056,21.84453,68.511002,22.098356,85.395317,5.008255
31,2001-07-01,11.310300999999999,19.955256,30.351521999999996,1.886293,16.051287,4.800622,4.872536,21.63504,4.088975,3.014113,22.86496,68.445,20.568657,84.764984,5.139946
32,2001-08-01,11.377574000000001,19.110485,29.512012,1.9037259999999998,16.128191,4.89008,4.907806,20.536854,4.172636,3.068483,20.863285,65.158737,18.058367,79.73569499999999,5.198529
33,2001-09-01,11.422574000000001,17.174831,27.122628999999996,1.8127950000000002,16.057699,4.830511,4.975765,17.556063,4.210847,3.039598,18.173294,57.702208999999996,15.100938000000001,72.953094,5.326834
34,2001-10-01,11.458260000000001,17.967108,27.090346999999998,1.84165,16.005905,4.860953,5.0440949999999996,17.652962,4.42669,3.178107,19.188128,59.358706999999995,16.748316,74.180382,5.443928
35,2001-11-01,11.456803,16.963724,27.058058000000003,1.894786,16.712988,4.832753,4.993137,19.700769,4.201934,3.107071,21.743366,64.606125,19.250751,79.96476700000001,5.316503
36,2001-12-01,11.481696000000001,17.860077,24.894709,1.881623,16.327299,4.794797,4.9754760000000005,20.141712,4.125205,3.066736,22.695631,65.48957800000001,18.827143,80.140038,5.255533
37,2002-01-01,11.543401,17.295576,23.054234,1.8961400000000002,16.275265,4.854116,5.029062000000001,20.027673999999998,4.175461,3.112374,23.478371,65.260811,18.623188,79.62773100000001,5.279596
38,2002-02-01,11.589787,17.886646,24.119772,1.8830810000000002,16.617157000000002,4.904451,5.088101999999999,20.948576,4.229191999999999,3.1512580000000003,23.605534,66.54424300000001,16.199185999999997,78.199516,5.3516330000000005
39,2002-03-01,11.521886,19.404629,26.283123,1.907556,16.836479,4.845583,5.025827,22.153971,4.060122,3.048525,23.875776000000002,68.35414899999999,16.99935,80.57045699999999,5.222266
40,2002-04-01,11.603287,18.769163,27.251781,1.9364729999999999,16.257593,4.923822,5.124528,22.029051000000003,4.21584,3.1311080000000002,23.237375,65.671883,14.944045999999998,76.102203,5.359951000000001
41,2002-05-01,11.644103,18.438927,28.930813,1.930912,16.07645,4.9593989999999994,5.159935,22.336151,4.230412,3.166348,23.118008,65.57002299999999,14.324320000000002,75.650673,5.414067
42,2002-06-01,11.708863000000001,17.657162,27.219501,1.8780130000000002,14.394411999999999,5.005458999999999,5.209783,20.733223000000002,4.3048839999999995,3.180568,21.860643,61.211674,12.410223,69.822678,5.509043
43,2002-07-01,11.757352000000001,15.302439000000001,25.379034,1.806125,13.821804,5.046526999999999,5.280254,20.139051000000002,4.431189,3.194114,19.285408,57.757819999999995,11.233531,64.54441800000001,5.657112000000001
44,2002-08-01,11.797725999999999,15.532964000000002,25.217592,1.8420619999999999,13.932129000000002,5.074033999999999,5.329708,20.333855,4.622324,3.348645,19.867399,57.438235999999996,11.139397,64.983406,5.795118
45,2002-09-01,11.829194000000001,14.34646,23.667728,1.817446,12.841956,5.1678690000000005,5.38779,19.015228,4.8097330000000005,3.4362800000000004,18.073595,50.517185,9.280219,57.910126,5.9727559999999995
46,2002-10-01,11.807422,14.690448000000002,22.311592,1.820945,13.427954000000001,5.0411589999999995,5.394831,20.186609,4.672265,3.303951,19.317532,55.799629,11.578693,62.956173,5.930541000000001
47,2002-11-01,11.831498,15.297166,23.118816,1.902532,13.055683,5.0445660000000005,5.392828,20.810398,4.60709,3.3287519999999997,20.211563,59.306084,13.414335999999999,66.839333,5.843639
48,2002-12-01,11.906108,15.222176999999999,22.440752,1.909026,13.023026,5.148304,5.452172,19.95363,4.755917,3.4767879999999995,18.447439000000003,55.844715,11.610072,62.749912,5.915897
49,2003-01-01,11.928002000000001,14.916997,21.859548999999998,1.939109,12.646037,5.117355,5.47096,19.960423000000002,4.794175,3.4824260000000002,17.873545,54.194679,11.366105000000001,61.507378,5.976458999999999
50,2003-02-01,11.963545,15.355534,22.085573,1.95219,12.258649,5.188413,5.517648,19.515342999999998,4.9424589999999995,3.5870910000000005,17.793547,53.204914,11.421166,60.678284,6.085783
51,2003-03-01,11.961272,15.293859,20.858597,1.965268,12.192986999999999,5.18405,5.520243,20.156557,4.85719,3.545547,18.185585,53.71506899999999,11.24812,60.563961,6.017879
52,2003-04-01,11.982533,15.243407999999999,20.697151,2.038033,12.623219,5.240544,5.543533,20.876652,4.930177,3.6320449999999997,20.343094,57.17828000000001,12.278542,65.953224,6.08937
53,2003-05-01,12.025103,16.86212,21.924131,2.0443700000000002,13.243814000000002,5.375061,5.566423,21.307798000000002,5.210159,3.8261800000000004,21.424754999999998,59.938267,13.332560999999998,69.569862,6.255764
54,2003-06-01,12.030429,16.565928,23.473989000000003,2.08439,13.309839000000002,5.361726999999999,5.5778739999999996,22.185219,5.133375,3.777729,21.705182999999998,60.75272,13.426951,70.057838,6.229509999999999
55,2003-07-01,12.003738,16.057270000000003,24.539526000000002,2.050494,13.350297,5.214237000000001,5.406235,21.915079000000002,4.69143,3.4520519999999997,22.136517,62.647755000000004,13.843835,71.578384,5.9863
56,2003-08-01,12.029678,17.081617,26.799746000000003,2.067318,13.575787,5.256028,5.453879,21.103407,4.7578260000000006,3.516256,23.267809,64.052498,14.504570000000001,73.054771,5.996719000000001
57,2003-09-01,12.086291000000001,16.645575,28.28503,2.111917,13.476304999999998,5.388232,5.569904,21.095823,5.000338,3.695115,22.128487,63.268322,14.378720000000001,71.98168199999999,6.182801
58,2003-10-01,12.081710000000001,16.889381,29.834894,2.1423959999999997,14.134635000000001,5.374230000000001,5.541867,21.302898000000003,4.870701,3.6293830000000002,24.173929,66.732132,15.432735999999998,76.125755,6.097816000000001
59,2003-11-01,12.092462,17.021557,28.930813,2.166506,14.301,5.4363410000000005,5.563141000000001,21.759377999999998,4.887153,3.647339,24.390837,66.850533,15.652979,76.957161,6.093586
60,2003-12-01,12.103214999999999,19.164028,31.126453,2.211215,14.493994,5.477889,5.601507,22.938648,4.915528,3.6962550000000003,25.298674,71.50361600000001,16.030539,80.448952,6.110079
61,2004-01-01,12.122454,19.683298,31.197826,2.2321419999999996,14.555401000000002,5.494681,5.635254,23.652243,5.033222,3.7663910000000005,25.222744,71.95528399999999,16.832945000000002,82.427048,6.200122
62,2004-02-01,12.171799,20.717432000000002,31.359308000000002,2.2387650000000003,15.384077,5.588195,5.668643,23.904175,5.133389,3.828914,25.770536,72.680527,16.40519,83.545624,6.277908999999999
63,2004-03-01,12.158669,20.50082,35.10564,2.255376,15.290517999999999,5.557453,5.691888,22.850592000000002,5.206664,3.8783800000000004,25.577194,71.385948,15.969517000000002,82.15104699999999,6.343424
64,2004-04-01,12.116141,20.938768,32.748034999999994,2.240816,15.547169,5.445782,5.584553,23.619410000000002,4.918815,3.677339,25.321091,70.387863,15.359566000000001,80.879204,6.137106
65,2004-05-01,12.111502,20.875602999999998,32.263584,2.204353,15.459973000000002,5.451979,5.574233,23.54287,4.891348000000001,3.654125,25.482426,70.310898,15.96159,82.264099,6.105274
66,2004-06-01,12.123137,22.089555999999998,34.298241,2.232781,15.4868,5.474271,5.622803,23.389807,4.934958,3.6844050000000004,25.514688,72.211899,16.397270000000002,83.481377,6.139942
67,2004-07-01,12.157312,22.860888,31.779165000000003,2.2574009999999998,14.777316,5.537872,5.677771,22.196238,5.00949,3.747184,24.579025,70.288414,15.399173000000001,81.086617,6.1954080000000005
68,2004-08-01,12.207107,22.508648,32.231293,2.300723,15.039875,5.638356,5.75988,22.556960999999998,5.179796,3.885728,24.530561,70.44413,14.717935999999998,81.284157,6.323879
69,2004-09-01,12.218017999999999,24.60804,31.327016999999998,2.329661,14.582078,5.676734,5.7660029999999995,22.096462,5.229168,3.924949,25.200972,69.943489,15.145695000000002,81.75966600000001,6.336214
70,2004-10-01,12.228942,24.854691,32.069817,2.3690830000000003,14.738407999999998,5.724664,5.8159279999999995,21.669872,5.30534,3.984261,26.257164000000003,69.678299,15.811088,83.157829,6.393273000000001
71,2004-11-01,12.20236,26.531006,33.297073,2.37617,15.103489999999999,5.678098,5.798701,22.093267,5.186503,3.9230160000000005,27.357291999999998,72.482834,16.619068,86.603165,6.299487
72,2004-12-01,12.237586,25.689301999999998,35.267117,2.401109,15.603781,5.752956,5.837257,23.240273000000002,5.267435,4.029713,28.546375,75.086754,16.722048,89.055458,6.350798
73,2005-01-01,12.243072999999999,26.655781,34.341578999999996,2.3969840000000002,15.851519,5.818033,5.88162,22.585747,5.439925,4.137509,27.410017,73.306877,16.092567000000003,87.469994,6.395615
74,2005-02-01,12.240712,31.127993,35.055008,2.4268,15.831147,5.797692,5.858523,23.265255,5.374461,4.100925,27.263958000000002,75.406029,16.1168,89.29847,6.334738
75,2005-03-01,12.235983000000001,30.43232,34.017303000000005,2.360002,15.627493,5.747666000000001,5.841469999999999,23.056767999999998,5.310893,4.058039,26.906927000000003,73.67134899999999,15.801739000000001,87.32195300000001,6.288372
76,2005-04-01,12.265148,28.881252000000003,33.239033,2.347785,15.528817000000002,5.840439,5.898308,23.941204,5.5051309999999996,4.171557,25.230797,71.602249,15.244310999999998,86.022552,6.410801
77,2005-05-01,12.279366,29.686090000000004,32.817448,2.3922849999999998,15.890106,5.900506,5.949574,24.24338,5.645281,4.26773,26.79097,73.588181,16.302612,88.794563,6.487446
78,2005-06-01,12.326834,31.658983000000003,32.882313,2.4220740000000003,15.508367999999999,5.934226,5.966779,24.041935000000002,5.739819000000001,4.343344999999999,26.636574,72.496925,16.092567000000003,88.57164,6.524012
79,2005-07-01,12.333975,34.008495,33.239033,2.4438310000000003,16.083143,5.912962,5.943852,24.659201,5.590546,4.235518,28.189090999999998,75.315659,17.005438,92.33165699999999,6.432241
80,2005-08-01,12.3578,36.180477,36.092701,2.450452,15.802301000000002,5.979733,5.9951099999999995,24.573717000000002,5.751824,4.35078,27.261392999999998,74.152206,16.843872,91.466064,6.538291
81,2005-09-01,12.382465,38.345295,39.530121,2.437065,15.946152,5.941868,5.966225,24.363882,5.592715,4.203303,26.439487,74.979164,16.884262,91.80928,6.463436
82,2005-10-01,12.383261,34.979881,39.270691,2.423207,15.9501,5.908742,5.9365559999999995,23.689213,5.494426,4.115894,25.948545000000003,73.782852,16.496489999999998,90.019501,6.411677
83,2005-11-01,12.400836,35.502907,40.405682,2.4458759999999997,16.094666,5.942528,5.9540489999999995,23.977631,5.526864,4.148715,26.983875,76.946564,17.538628,93.976074,6.442945
84,2005-12-01,12.434467,36.047451,43.843078999999996,2.4682779999999998,16.032715,6.003679,6.030705,24.725962,5.607433,4.2386349999999995,26.617029,76.240959,16.884262,93.301682,6.473723000000001
85,2006-01-01,12.469773,41.421913,45.658085,2.491219,16.141157,6.021557,6.049518,25.127914,5.604830000000001,4.191198,27.228182,77.355438,17.569317,96.04870600000001,6.485931
86,2006-02-01,12.489884,37.600121,44.94162,2.510249,16.279526,6.073118,6.062505000000001,25.417278,5.652283000000001,4.246972,27.424839000000002,78.60674300000001,17.609989000000002,96.59863299999999,6.493732
87,2006-03-01,12.499554,39.079997999999996,46.895592,2.5074,16.327957,6.032661,6.022812999999999,25.010610999999997,5.430418,4.084587,27.580515000000002,79.761513,18.008549,97.803947,6.426939
88,2006-04-01,12.529442,41.169971000000004,48.198254,2.514337,16.57374,6.033766,6.000787,24.315801999999998,5.350526,4.004761,27.938599,81.783684,17.772673,99.433243,6.404587
89,2006-05-01,12.56671,40.024357,45.592934,2.504451,16.608511,6.067762,5.984667,23.80579,5.348037000000001,3.997036,27.47147,80.325287,16.617645,96.43824000000001,6.404627
90,2006-06-01,12.581322,40.888962,44.420555,2.4948919999999997,16.824123,6.040457,5.980416,23.727327,5.386807,4.007982,27.364925,80.57016800000001,16.536312,96.264275,6.4119
91,2006-07-01,12.636649,42.414307,44.192593,2.514122,17.179893,6.120992,6.060698,25.113489,5.485755999999999,4.087782,26.511741999999998,80.769432,16.105204,97.122749,6.498248
92,2006-08-01,12.693753,40.259228,44.648514,2.55062,17.844151999999998,6.213855000000001,6.15942,25.830116,5.6368529999999994,4.21917,27.037388,82.260193,17.235820999999998,99.242226,6.603909
93,2006-09-01,12.734651,38.653786,44.094887,2.5831470000000003,17.746264,6.261067,6.1984010000000005,26.137238,5.726848,4.300145,28.704628000000003,84.56124100000001,17.894679999999997,101.475601,6.666867
94,2006-10-01,12.775648,40.440670000000004,44.974178,2.606923,18.151377,6.301497,6.237502,26.313425,5.770447,4.357593,30.619574,87.60844399999999,18.640142,105.134171,6.704619
95,2006-11-01,12.775648,43.909302000000004,44.974178,2.648356,17.996786,6.354912000000001,6.295227,26.281824,5.881868,4.462892,31.006317,88.84187299999999,19.169926,107.224777,6.780572
96,2006-12-01,12.801132,42.545071,46.276844,2.672441,18.355176999999998,6.338075,6.291556,26.463558000000003,5.755319999999999,4.3607,31.565886,90.62376400000001,18.958004000000003,108.056458,6.7126660000000005
97,2007-01-01,12.828345,42.279216999999996,46.934399,2.688868,18.822636,6.327559,6.28784,27.365365999999998,5.706511,4.334668,32.587109000000005,92.201706,19.451926999999998,110.292755,6.695728
98,2007-02-01,12.880432,41.413094,48.41032,2.731468,18.533051,6.404984,6.365,26.730989,5.8766370000000006,4.480018,31.612621,89.644142,18.927311,108.12910500000001,6.823441000000001
99,2007-03-01,12.913582,43.873135,47.787151,2.733193,18.822636,6.392011,6.373716,26.683413,5.783377,4.3890769999999995,31.406174,90.48670200000001,19.115847,108.95006599999999,6.8227660000000006
100,2007-04-01,12.942677999999999,46.273410999999996,46.835995000000004,2.767512,19.448357,6.41092,6.401276999999999,28.741171,5.858529,4.434669,32.20779,95.888412,20.01754,114.227356,6.862663
101,2007-05-01,12.971019,49.873333,47.88554,2.783887,19.710989,6.381901999999999,6.366039,29.234641999999997,5.744782,4.354214,33.175755,100.095253,21.025797,118.101982,6.780701
102,2007-06-01,13.00112,50.37719,47.590363,2.7206580000000002,19.199934,6.353298000000001,6.330595,28.104418,5.694731,4.303251,32.538715,98.81953399999999,20.984802,115.875809,6.769186
103,2007-07-01,13.054775999999999,50.530784999999995,47.327984,2.629713,18.768310999999997,6.371874,6.384039,26.911572999999997,5.830699,4.3293040000000005,30.665125,97.446053,20.95853,112.73151399999999,6.891729
104,2007-08-01,13.101056,51.138649,46.147224,2.678504,19.211094,6.307085,6.463208,27.527744000000002,5.946193,4.370557,30.855728000000003,98.468414,21.36047,114.178154,7.028225999999999
105,2007-09-01,13.165148,54.778316000000004,47.032795,2.754747,19.982393,6.404694999999999,6.517592,28.287952,5.959618,4.40205,30.524225,102.762337,22.123341,118.03854399999999,7.0617779999999994
106,2007-10-01,13.211675,56.317524,47.098392,2.766616,20.40251,6.423463,6.585160000000001,28.916576,6.042932,4.477771,30.434834999999996,102.969162,23.342934,120.207443,7.120141
107,2007-11-01,13.276114999999999,53.9459,46.147224,2.715161,20.962667,6.4428220000000005,6.730519999999999,29.285965,6.316992,4.549176,28.774008000000002,99.529205,21.583994,115.551521,7.368005999999999
108,2007-12-01,13.339068,58.263332,43.588978000000004,2.727732,20.682582999999997,6.437314,6.733796000000001,28.354459999999996,6.269424,4.525601999999999,27.154682,98.61834,21.912771,113.64717900000001,7.387569999999999
109,2008-01-01,13.488396,51.23587,42.152935,2.7082200000000003,19.633776,6.518129,6.827787,27.160303000000003,6.458636,4.527737999999999,27.248425,93.972351,19.198083999999998,107.34261299999999,7.617780000000001
110,2008-02-01,13.440485,55.984016000000004,41.523284999999994,2.66978,19.58325,6.181453,6.869725999999999,26.434952000000003,6.483014,4.499584,26.194623999999997,91.848,18.28978,104.568634,7.723075
111,2008-03-01,13.525402,54.519089,40.993065,2.662655,20.110178,6.347188,6.885646,25.121257999999997,6.539201,4.495263,25.692808,91.56603199999999,18.496218,103.123024,7.793946000000001
112,2008-04-01,13.546902,60.35335500000001,44.008728000000005,2.760816,20.065315,6.428972,6.873785000000001,25.484678,6.428048,4.502519,26.337999,96.13183599999999,19.657553,108.57294499999999,7.627828
113,2008-05-01,13.583119,63.490997,44.870335,2.754164,20.6749,6.478738,6.828784,25.970406,6.290311,4.411617,27.058214000000003,94.70359,20.937765,110.21419499999999,7.52694
114,2008-06-01,13.585709,65.321899,41.324451,2.671023,19.412198999999998,6.411367,6.830168,24.756081,6.404747,4.439553,23.85075,85.375755,18.922466,100.500275,7.585649
115,2008-07-01,13.663742000000001,55.07216999999999,39.957642,2.640047,19.970278,6.411412,6.832876,25.985872,6.4233139999999995,4.363021,23.979263,85.777733,18.512601999999998,100.09539000000001,7.643852000000001
116,2008-08-01,13.715914999999999,55.257225,37.99305,2.658024,20.509621,6.475042,6.902764,26.522671000000003,6.538721,4.4223989999999995,25.635033,87.224129,18.843933,101.64222,7.716475
117,2008-09-01,13.645335999999999,46.855743,35.495705,2.494809,20.116047000000002,6.140837,6.945836999999999,24.44054,6.5589949999999995,4.168425,23.449755,82.041588,16.441839,91.54034399999999,7.758176
118,2008-10-01,13.700363000000001,38.169841999999996,29.968228999999997,2.1071880000000003,17.699360000000002,5.893884,6.8399589999999995,21.733,6.321219,3.780325,19.382593,71.006416,13.838573,76.861427,7.6558720000000005
119,2008-11-01,13.784537,37.338135,28.8361,1.975761,17.662672,5.837827,7.100533,20.360384,7.086189,4.093311,17.282389000000002,67.174019,12.674973,71.51136,8.085526
120,2008-12-01,13.845154,35.474194,31.899517,2.144012,17.515911,5.761014,7.224128,21.69215,7.6655679999999995,4.630961,18.193320999999997,66.882286,12.807953,71.630463,8.223562
121,2009-01-01,13.976397,35.023734999999995,28.302999,2.268811,16.392567,6.032472,7.218641000000001,21.56127,7.063478999999999,4.370849,16.385386999999998,61.385746,12.266497,66.28229499999999,8.182367
122,2009-02-01,13.972864999999999,30.701746000000004,24.744139,2.20455,15.067847,6.091961,7.253769,18.889748,6.992096000000001,4.255007,14.898126000000001,54.334637,11.798567,59.160328,8.134314
123,2009-03-01,14.000281,31.694532000000002,26.523569000000002,2.245551,15.615495000000001,6.071203,7.3705039999999995,19.900818,7.129892999999999,4.244088,16.699837,58.520134,13.051955,63.633556000000006,8.317262
124,2009-04-01,14.047253,34.348411999999996,28.571589000000003,2.423705,16.377995000000002,6.260847,7.396845,19.999407,6.993200999999999,4.263132,19.900005,63.169579000000006,14.486638000000001,70.455978,8.249044
125,2009-05-01,14.065014000000001,38.775139,31.458969,2.529187,17.211781,6.437511,7.410069999999999,21.364134,6.805032000000001,4.450319,19.754757,66.156013,14.822559,74.57441700000001,8.1576
126,2009-06-01,14.091707000000001,36.051567,31.660414000000003,2.573414,17.115007000000002,6.385612999999999,7.408825,21.761147,6.854061,4.623188,19.720573,65.78447,15.29285,74.106941,8.130055
127,2009-07-01,14.160321,38.173916,33.317378999999995,2.722529,18.393744,6.490489,7.476744999999999,23.167271,6.908217999999999,4.872841,21.684042,71.467812,16.619032,80.085594,8.177772000000001
128,2009-08-01,14.174598000000001,38.588676,34.498847999999995,2.730085,18.618793,6.670016,7.523219999999999,23.790712,7.024755,4.9918830000000005,22.447742,74.210098,16.88899,83.043922,8.247872000000001
129,2009-09-01,14.231816,40.662525,33.553672999999996,2.845288,19.098886,7.015851,7.583203,23.83227,7.166533,5.150028,23.571846,76.069626,17.606056,85.580811,8.328114
130,2009-10-01,14.215697,41.850613,32.237183,2.8905540000000003,19.514785999999997,6.848364,7.627045,23.436111,7.060612,5.112502,23.088858,76.182106,17.451197,84.335274,8.346789999999999
131,2009-11-01,14.270382000000001,43.039845,32.270934999999994,2.909554,20.232517,6.875143,7.732788,25.615253,7.196797,5.165585,24.638447,81.375633,18.416473,89.530899,8.511667
132,2009-12-01,14.288332,43.183772999999995,32.878544,2.988744,19.998314,6.928281,7.567778999999999,25.940863,6.756146,5.037388,25.62846,82.028099,19.415617,90.752472,7.998182000000001
133,2010-01-01,14.325178,41.507175,33.51585,3.015155,19.981796,6.975552,7.716539,26.260447999999997,6.968951,5.1315610000000005,25.024122,79.561462,17.811277,87.925079,8.406609
134,2010-02-01,14.351272,42.756203,33.856449,3.0184759999999997,20.614807,7.044022999999999,7.748233,26.361197999999998,6.956588000000001,5.111764,26.417721000000004,81.737434,18.43161,90.667923,8.442528
135,2010-03-01,14.330559,43.807213,35.559498,3.098159,21.301208,7.048786,7.7309529999999995,26.974047,6.835178,5.1181470000000004,28.425884000000003,86.158218,19.629797,95.793274,8.327237
136,2010-04-01,14.355803,45.787209000000004,35.389198,3.152572,21.161684,7.1375779999999995,7.814201,26.011421,7.039114,5.288233,30.197239,87.508011,19.939514000000003,97.675789,8.468098
137,2010-05-01,14.355803,40.544331,32.391846,3.023551,20.181339,7.184882000000001,7.924197,24.318325,7.337948,5.284397,28.072504,80.714722,18.447672,89.91499300000001,8.624651
138,2010-06-01,14.363920000000002,37.96875,31.335959999999996,3.0789560000000002,19.530327,7.177999000000001,8.033008,23.753954,7.682992,5.502733999999999,25.262655,78.033752,17.3906,84.858963,8.805067999999999
139,2010-07-01,14.425379999999999,41.335728,33.037029,3.184148,20.812128,7.267139,8.110586999999999,24.187935,7.669667,5.586403,27.353865000000003,83.751221,18.752474,91.086205,8.900757
140,2010-08-01,14.458860000000001,39.308853000000006,32.179379,3.193305,20.426426,7.461305,8.139227,23.790026,8.214858999999999,5.876722,26.266325,80.223541,17.700212,86.989113,9.079697999999999
141,2010-09-01,14.456137,43.040131,33.929008,3.2831580000000002,21.506376,7.467587,8.112772999999999,25.813451999999998,8.06637,5.814369,29.067827,86.719566,19.693521,94.274666,9.113298
142,2010-10-01,14.461579,45.690670000000004,34.374989,3.3550470000000003,22.351189,7.452197999999999,8.203616,26.524857,7.799688000000001,5.685825,30.776007,89.613068,20.90663,98.400139,9.154548
